agency_cd,site_no,date_time,flow_inst,flow_inst_cd,tz_cd
USGS,11313434,2022-02-17T07:00:00Z,13800,P,Etc/GMT+8
USGS,11313434,2022-02-17T07:15:00Z,12800,P,Etc/GMT+8
USGS,11313434,2022-02-17T07:30:00Z,12300,P,Etc/GMT+8
USGS,11313434,2022-02-17T07:45:00Z,11700,P,Etc/GMT+8
USGS,11313434,2022-02-17T08:00:00Z,11300,P,Etc/GMT+8
USGS,11313434,2022-02-17T08:15:00Z,11200,P,Etc/GMT+8
USGS,11313434,2022-02-17T08:30:00Z,10400,P,Etc/GMT+8
USGS,11313434,2022-02-17T08:45:00Z,9040,P,Etc/GMT+8
USGS,11313434,2022-02-17T09:00:00Z,6750,P,Etc/GMT+8
USGS,11313434,2022-02-17T09:15:00Z,3770,P,Etc/GMT+8
USGS,11313434,2022-02-17T09:30:00Z,157,P,Etc/GMT+8
USGS,11313434,2022-02-17T09:45:00Z,-3150,P,Etc/GMT+8
USGS,11313434,2022-02-17T10:00:00Z,-5640,P,Etc/GMT+8
USGS,11313434,2022-02-17T10:15:00Z,-8330,P,Etc/GMT+8
USGS,11313434,2022-02-17T10:30:00Z,-11900,P,Etc/GMT+8
USGS,11313434,2022-02-17T10:45:00Z,-12200,P,Etc/GMT+8
USGS,11313434,2022-02-17T11:00:00Z,-12200,P,Etc/GMT+8
USGS,11313434,2022-02-17T11:15:00Z,-13800,P,Etc/GMT+8
USGS,11313434,2022-02-17T11:30:00Z,-13200,P,Etc/GMT+8
USGS,11313434,2022-02-17T11:45:00Z,-10000,P,Etc/GMT+8
USGS,11313434,2022-02-17T12:00:00Z,-10600,P,Etc/GMT+8
USGS,11313434,2022-02-17T12:15:00Z,-12200,P,Etc/GMT+8
USGS,11313434,2022-02-17T12:30:00Z,-10200,P,Etc/GMT+8
USGS,11313434,2022-02-17T12:45:00Z,-10900,P,Etc/GMT+8
USGS,11313434,2022-02-17T13:00:00Z,-8570,P,Etc/GMT+8
USGS,11313434,2022-02-17T13:15:00Z,-9500,P,Etc/GMT+8
USGS,11313434,2022-02-17T13:30:00Z,-10000,P,Etc/GMT+8
USGS,11313434,2022-02-17T13:45:00Z,-6790,P,Etc/GMT+8
USGS,11313434,2022-02-17T14:00:00Z,-5880,P,Etc/GMT+8
USGS,11313434,2022-02-17T14:15:00Z,-6090,P,Etc/GMT+8
USGS,11313434,2022-02-17T14:30:00Z,-4960,P,Etc/GMT+8
USGS,11313434,2022-02-17T14:45:00Z,-2550,P,Etc/GMT+8
USGS,11313434,2022-02-17T15:00:00Z,-1860,P,Etc/GMT+8
USGS,11313434,2022-02-17T15:15:00Z,1630,P,Etc/GMT+8
USGS,11313434,2022-02-17T15:30:00Z,747,P,Etc/GMT+8
USGS,11313434,2022-02-17T15:45:00Z,2690,P,Etc/GMT+8
USGS,11313434,2022-02-17T16:00:00Z,4470,P,Etc/GMT+8
USGS,11313434,2022-02-17T16:15:00Z,5390,P,Etc/GMT+8
USGS,11313434,2022-02-17T16:30:00Z,7060,P,Etc/GMT+8
USGS,11313434,2022-02-17T16:45:00Z,8560,P,Etc/GMT+8
USGS,11313434,2022-02-17T17:00:00Z,9730,P,Etc/GMT+8
USGS,11313434,2022-02-17T17:15:00Z,10600,P,Etc/GMT+8
USGS,11313434,2022-02-17T17:30:00Z,11400,P,Etc/GMT+8
USGS,11313434,2022-02-17T17:45:00Z,12300,P,Etc/GMT+8
USGS,11313434,2022-02-17T18:00:00Z,12700,P,Etc/GMT+8
USGS,11313434,2022-02-17T18:15:00Z,12000,P,Etc/GMT+8
USGS,11313434,2022-02-17T18:30:00Z,11500,P,Etc/GMT+8
USGS,11313434,2022-02-17T18:45:00Z,10900,P,Etc/GMT+8
USGS,11313434,2022-02-17T19:00:00Z,10700,P,Etc/GMT+8
USGS,11313434,2022-02-17T19:15:00Z,10200,P,Etc/GMT+8
USGS,11313434,2022-02-17T19:30:00Z,9920,P,Etc/GMT+8
USGS,11313434,2022-02-17T19:45:00Z,7720,P,Etc/GMT+8
USGS,11313434,2022-02-17T20:00:00Z,5630,P,Etc/GMT+8
USGS,11313434,2022-02-17T20:15:00Z,2860,P,Etc/GMT+8
USGS,11313434,2022-02-17T20:30:00Z,-56.6,P,Etc/GMT+8
USGS,11313434,2022-02-17T20:45:00Z,-5780,P,Etc/GMT+8
USGS,11313434,2022-02-17T21:00:00Z,-10200,P,Etc/GMT+8
USGS,11313434,2022-02-17T21:15:00Z,-12200,P,Etc/GMT+8
USGS,11313434,2022-02-17T21:30:00Z,-12700,P,Etc/GMT+8
USGS,11313434,2022-02-17T21:45:00Z,-14400,P,Etc/GMT+8
USGS,11313434,2022-02-17T22:00:00Z,-14700,P,Etc/GMT+8
USGS,11313434,2022-02-17T22:15:00Z,-12900,P,Etc/GMT+8
USGS,11313434,2022-02-17T22:30:00Z,-14900,P,Etc/GMT+8
USGS,11313434,2022-02-17T22:45:00Z,-14900,P,Etc/GMT+8
USGS,11313434,2022-02-17T23:00:00Z,-11600,P,Etc/GMT+8
USGS,11313434,2022-02-17T23:15:00Z,-13600,P,Etc/GMT+8
USGS,11313434,2022-02-17T23:30:00Z,-10500,P,Etc/GMT+8
USGS,11313434,2022-02-17T23:45:00Z,-11600,P,Etc/GMT+8
USGS,11313434,2022-02-18T00:00:00Z,-11500,P,Etc/GMT+8
USGS,11313434,2022-02-18T00:15:00Z,-11400,P,Etc/GMT+8
USGS,11313434,2022-02-18T00:30:00Z,-10000,P,Etc/GMT+8
USGS,11313434,2022-02-18T00:45:00Z,-8700,P,Etc/GMT+8
USGS,11313434,2022-02-18T01:00:00Z,-8030,P,Etc/GMT+8
USGS,11313434,2022-02-18T01:15:00Z,-6570,P,Etc/GMT+8
USGS,11313434,2022-02-18T01:30:00Z,-5080,P,Etc/GMT+8
USGS,11313434,2022-02-18T01:45:00Z,-4570,P,Etc/GMT+8
USGS,11313434,2022-02-18T02:00:00Z,-78,P,Etc/GMT+8
USGS,11313434,2022-02-18T02:15:00Z,1370,P,Etc/GMT+8
USGS,11313434,2022-02-18T02:30:00Z,2920,P,Etc/GMT+8
USGS,11313434,2022-02-18T02:45:00Z,5850,P,Etc/GMT+8
USGS,11313434,2022-02-18T03:00:00Z,6660,P,Etc/GMT+8
USGS,11313434,2022-02-18T03:15:00Z,9530,P,Etc/GMT+8
USGS,11313434,2022-02-18T03:30:00Z,11400,P,Etc/GMT+8
USGS,11313434,2022-02-18T03:45:00Z,12600,P,Etc/GMT+8
USGS,11313434,2022-02-18T04:00:00Z,13700,P,Etc/GMT+8
USGS,11313434,2022-02-18T04:15:00Z,15200,P,Etc/GMT+8
USGS,11313434,2022-02-18T04:30:00Z,15400,P,Etc/GMT+8
USGS,11313434,2022-02-18T04:45:00Z,15700,P,Etc/GMT+8
USGS,11313434,2022-02-18T05:00:00Z,15200,P,Etc/GMT+8
USGS,11313434,2022-02-18T05:15:00Z,14600,P,Etc/GMT+8
USGS,11313434,2022-02-18T05:30:00Z,14400,P,Etc/GMT+8
USGS,11313434,2022-02-18T05:45:00Z,13700,P,Etc/GMT+8
USGS,11313434,2022-02-18T06:00:00Z,13800,P,Etc/GMT+8
USGS,11313434,2022-02-18T06:15:00Z,13700,P,Etc/GMT+8
USGS,11313434,2022-02-18T06:30:00Z,14000,P,Etc/GMT+8
USGS,11313434,2022-02-18T06:45:00Z,14000,P,Etc/GMT+8
USGS,11313434,2022-02-18T07:00:00Z,13600,P,Etc/GMT+8
USGS,11313434,2022-02-18T07:15:00Z,13600,P,Etc/GMT+8
USGS,11313434,2022-02-18T07:30:00Z,13900,P,Etc/GMT+8
USGS,11313434,2022-02-18T07:45:00Z,12900,P,Etc/GMT+8
USGS,11313434,2022-02-18T08:00:00Z,13100,P,Etc/GMT+8
USGS,11313434,2022-02-18T08:15:00Z,12900,P,Etc/GMT+8
USGS,11313434,2022-02-18T08:30:00Z,12400,P,Etc/GMT+8
USGS,11313434,2022-02-18T08:45:00Z,11800,P,Etc/GMT+8
USGS,11313434,2022-02-18T09:00:00Z,9570,P,Etc/GMT+8
USGS,11313434,2022-02-18T09:15:00Z,7870,P,Etc/GMT+8
USGS,11313434,2022-02-18T09:30:00Z,5530,P,Etc/GMT+8
USGS,11313434,2022-02-18T09:45:00Z,2300,P,Etc/GMT+8
USGS,11313434,2022-02-18T10:00:00Z,-2400,P,Etc/GMT+8
USGS,11313434,2022-02-18T10:15:00Z,-5660,P,Etc/GMT+8
USGS,11313434,2022-02-18T10:30:00Z,-7610,P,Etc/GMT+8
USGS,11313434,2022-02-18T10:45:00Z,-9610,P,Etc/GMT+8
USGS,11313434,2022-02-18T11:00:00Z,-11600,P,Etc/GMT+8
USGS,11313434,2022-02-18T11:15:00Z,-12600,P,Etc/GMT+8
USGS,11313434,2022-02-18T11:30:00Z,-13400,P,Etc/GMT+8
USGS,11313434,2022-02-18T11:45:00Z,-13300,P,Etc/GMT+8
USGS,11313434,2022-02-18T12:00:00Z,-15100,P,Etc/GMT+8
USGS,11313434,2022-02-18T12:15:00Z,-11900,P,Etc/GMT+8
USGS,11313434,2022-02-18T12:30:00Z,-12100,P,Etc/GMT+8
USGS,11313434,2022-02-18T12:45:00Z,-12600,P,Etc/GMT+8
USGS,11313434,2022-02-18T13:00:00Z,-13800,P,Etc/GMT+8
USGS,11313434,2022-02-18T13:15:00Z,-11800,P,Etc/GMT+8
USGS,11313434,2022-02-18T13:30:00Z,-13000,P,Etc/GMT+8
USGS,11313434,2022-02-18T13:45:00Z,-10400,P,Etc/GMT+8
USGS,11313434,2022-02-18T14:00:00Z,-8810,P,Etc/GMT+8
USGS,11313434,2022-02-18T14:15:00Z,-9910,P,Etc/GMT+8
USGS,11313434,2022-02-18T14:30:00Z,-10200,P,Etc/GMT+8
USGS,11313434,2022-02-18T14:45:00Z,-7640,P,Etc/GMT+8
USGS,11313434,2022-02-18T15:00:00Z,-7500,P,Etc/GMT+8
USGS,11313434,2022-02-18T15:15:00Z,-3140,P,Etc/GMT+8
USGS,11313434,2022-02-18T15:30:00Z,-1300,P,Etc/GMT+8
USGS,11313434,2022-02-18T15:45:00Z,-400,P,Etc/GMT+8
USGS,11313434,2022-02-18T16:00:00Z,86.6,P,Etc/GMT+8
USGS,11313434,2022-02-18T16:15:00Z,2460,P,Etc/GMT+8
USGS,11313434,2022-02-18T16:30:00Z,4580,P,Etc/GMT+8
USGS,11313434,2022-02-18T16:45:00Z,5970,P,Etc/GMT+8
USGS,11313434,2022-02-18T17:00:00Z,7270,P,Etc/GMT+8
USGS,11313434,2022-02-18T17:15:00Z,8660,P,Etc/GMT+8
USGS,11313434,2022-02-18T17:30:00Z,9900,P,Etc/GMT+8
USGS,11313434,2022-02-18T17:45:00Z,10800,P,Etc/GMT+8
USGS,11313434,2022-02-18T18:00:00Z,11600,P,Etc/GMT+8
USGS,11313434,2022-02-18T18:15:00Z,12500,P,Etc/GMT+8
USGS,11313434,2022-02-18T18:30:00Z,12300,P,Etc/GMT+8
USGS,11313434,2022-02-18T18:45:00Z,12000,P,Etc/GMT+8
USGS,11313434,2022-02-18T19:00:00Z,11700,P,Etc/GMT+8
USGS,11313434,2022-02-18T19:15:00Z,11600,P,Etc/GMT+8
USGS,11313434,2022-02-18T19:30:00Z,11400,P,Etc/GMT+8
USGS,11313434,2022-02-18T19:45:00Z,10700,P,Etc/GMT+8
USGS,11313434,2022-02-18T20:00:00Z,9910,P,Etc/GMT+8
USGS,11313434,2022-02-18T20:15:00Z,8640,P,Etc/GMT+8
USGS,11313434,2022-02-18T20:30:00Z,7720,P,Etc/GMT+8
USGS,11313434,2022-02-18T20:45:00Z,5210,P,Etc/GMT+8
USGS,11313434,2022-02-18T21:00:00Z,2260,P,Etc/GMT+8
USGS,11313434,2022-02-18T21:15:00Z,382,P,Etc/GMT+8
USGS,11313434,2022-02-18T21:30:00Z,-4330,P,Etc/GMT+8
USGS,11313434,2022-02-18T21:45:00Z,-7630,P,Etc/GMT+8
USGS,11313434,2022-02-18T22:00:00Z,-11300,P,Etc/GMT+8
USGS,11313434,2022-02-18T22:15:00Z,-13400,P,Etc/GMT+8
USGS,11313434,2022-02-18T22:30:00Z,-14600,P,Etc/GMT+8
USGS,11313434,2022-02-18T22:45:00Z,-15100,P,Etc/GMT+8
USGS,11313434,2022-02-18T23:00:00Z,-12400,P,Etc/GMT+8
USGS,11313434,2022-02-18T23:15:00Z,-14500,P,Etc/GMT+8
USGS,11313434,2022-02-18T23:30:00Z,-14400,P,Etc/GMT+8
USGS,11313434,2022-02-18T23:45:00Z,-10500,P,Etc/GMT+8
USGS,11313434,2022-02-19T00:00:00Z,-13100,P,Etc/GMT+8
USGS,11313434,2022-02-19T00:15:00Z,-14600,P,Etc/GMT+8
USGS,11313434,2022-02-19T00:30:00Z,-11000,P,Etc/GMT+8
USGS,11313434,2022-02-19T00:45:00Z,-12500,P,Etc/GMT+8
USGS,11313434,2022-02-19T01:00:00Z,-12700,P,Etc/GMT+8
USGS,11313434,2022-02-19T01:15:00Z,-11400,P,Etc/GMT+8
USGS,11313434,2022-02-19T01:30:00Z,-9460,P,Etc/GMT+8
USGS,11313434,2022-02-19T01:45:00Z,-9990,P,Etc/GMT+8
USGS,11313434,2022-02-19T02:00:00Z,-8310,P,Etc/GMT+8
USGS,11313434,2022-02-19T02:15:00Z,-7070,P,Etc/GMT+8
USGS,11313434,2022-02-19T02:30:00Z,-4530,P,Etc/GMT+8
USGS,11313434,2022-02-19T02:45:00Z,-1770,P,Etc/GMT+8
USGS,11313434,2022-02-19T03:00:00Z,89.2,P,Etc/GMT+8
USGS,11313434,2022-02-19T03:15:00Z,2990,P,Etc/GMT+8
USGS,11313434,2022-02-19T03:30:00Z,5390,P,Etc/GMT+8
USGS,11313434,2022-02-19T03:45:00Z,6770,P,Etc/GMT+8
USGS,11313434,2022-02-19T04:00:00Z,9340,P,Etc/GMT+8
USGS,11313434,2022-02-19T04:15:00Z,11000,P,Etc/GMT+8
USGS,11313434,2022-02-19T04:30:00Z,12400,P,Etc/GMT+8
USGS,11313434,2022-02-19T04:45:00Z,13500,P,Etc/GMT+8
USGS,11313434,2022-02-19T05:00:00Z,14600,P,Etc/GMT+8
USGS,11313434,2022-02-19T05:15:00Z,15300,P,Etc/GMT+8
USGS,11313434,2022-02-19T05:30:00Z,15000,P,Etc/GMT+8
USGS,11313434,2022-02-19T05:45:00Z,14700,P,Etc/GMT+8
USGS,11313434,2022-02-19T06:00:00Z,14500,P,Etc/GMT+8
USGS,11313434,2022-02-19T06:15:00Z,14300,P,Etc/GMT+8
USGS,11313434,2022-02-19T06:30:00Z,13700,P,Etc/GMT+8
USGS,11313434,2022-02-19T06:45:00Z,13000,P,Etc/GMT+8
USGS,11313434,2022-02-19T07:00:00Z,13000,P,Etc/GMT+8
USGS,11313434,2022-02-19T07:15:00Z,12900,P,Etc/GMT+8
USGS,11313434,2022-02-19T07:30:00Z,12700,P,Etc/GMT+8
USGS,11313434,2022-02-19T07:45:00Z,12800,P,Etc/GMT+8
USGS,11313434,2022-02-19T08:00:00Z,12400,P,Etc/GMT+8
USGS,11313434,2022-02-19T08:15:00Z,12400,P,Etc/GMT+8
USGS,11313434,2022-02-19T08:30:00Z,12500,P,Etc/GMT+8
USGS,11313434,2022-02-19T08:45:00Z,12600,P,Etc/GMT+8
USGS,11313434,2022-02-19T09:00:00Z,11900,P,Etc/GMT+8
USGS,11313434,2022-02-19T09:15:00Z,11400,P,Etc/GMT+8
USGS,11313434,2022-02-19T09:30:00Z,10200,P,Etc/GMT+8
USGS,11313434,2022-02-19T09:45:00Z,7780,P,Etc/GMT+8
USGS,11313434,2022-02-19T10:00:00Z,4640,P,Etc/GMT+8
USGS,11313434,2022-02-19T10:15:00Z,962,P,Etc/GMT+8
USGS,11313434,2022-02-19T10:30:00Z,-1730,P,Etc/GMT+8
USGS,11313434,2022-02-19T10:45:00Z,-7020,P,Etc/GMT+8
USGS,11313434,2022-02-19T11:00:00Z,-9350,P,Etc/GMT+8
USGS,11313434,2022-02-19T11:15:00Z,-11500,P,Etc/GMT+8
USGS,11313434,2022-02-19T11:30:00Z,-12800,P,Etc/GMT+8
USGS,11313434,2022-02-19T11:45:00Z,-13800,P,Etc/GMT+8
USGS,11313434,2022-02-19T12:00:00Z,-13600,P,Etc/GMT+8
USGS,11313434,2022-02-19T12:15:00Z,-13100,P,Etc/GMT+8
USGS,11313434,2022-02-19T12:30:00Z,-16000,P,Etc/GMT+8
USGS,11313434,2022-02-19T12:45:00Z,-12100,P,Etc/GMT+8
USGS,11313434,2022-02-19T13:00:00Z,-13300,P,Etc/GMT+8
USGS,11313434,2022-02-19T13:15:00Z,-13800,P,Etc/GMT+8
USGS,11313434,2022-02-19T13:30:00Z,-13100,P,Etc/GMT+8
USGS,11313434,2022-02-19T13:45:00Z,-14500,P,Etc/GMT+8
USGS,11313434,2022-02-19T14:00:00Z,-11600,P,Etc/GMT+8
USGS,11313434,2022-02-19T14:15:00Z,-11600,P,Etc/GMT+8
USGS,11313434,2022-02-19T14:30:00Z,-11200,P,Etc/GMT+8
USGS,11313434,2022-02-19T14:45:00Z,-10200,P,Etc/GMT+8
USGS,11313434,2022-02-19T15:00:00Z,-10800,P,Etc/GMT+8
USGS,11313434,2022-02-19T15:15:00Z,-7830,P,Etc/GMT+8
USGS,11313434,2022-02-19T15:30:00Z,-8580,P,Etc/GMT+8
USGS,11313434,2022-02-19T15:45:00Z,-1540,P,Etc/GMT+8
USGS,11313434,2022-02-19T16:00:00Z,-2870,P,Etc/GMT+8
USGS,11313434,2022-02-19T16:15:00Z,2890,P,Etc/GMT+8
USGS,11313434,2022-02-19T16:30:00Z,3320,P,Etc/GMT+8
USGS,11313434,2022-02-19T16:45:00Z,2280,P,Etc/GMT+8
USGS,11313434,2022-02-19T17:00:00Z,4800,P,Etc/GMT+8
USGS,11313434,2022-02-19T17:15:00Z,6270,P,Etc/GMT+8
USGS,11313434,2022-02-19T17:30:00Z,7970,P,Etc/GMT+8
USGS,11313434,2022-02-19T17:45:00Z,9320,P,Etc/GMT+8
USGS,11313434,2022-02-19T18:00:00Z,10600,P,Etc/GMT+8
USGS,11313434,2022-02-19T18:15:00Z,11800,P,Etc/GMT+8
USGS,11313434,2022-02-19T18:30:00Z,12900,P,Etc/GMT+8
USGS,11313434,2022-02-19T18:45:00Z,13100,P,Etc/GMT+8
USGS,11313434,2022-02-19T19:00:00Z,13300,P,Etc/GMT+8
USGS,11313434,2022-02-19T19:15:00Z,13000,P,Etc/GMT+8
USGS,11313434,2022-02-19T19:30:00Z,13100,P,Etc/GMT+8
USGS,11313434,2022-02-19T19:45:00Z,13400,P,Etc/GMT+8
USGS,11313434,2022-02-19T20:00:00Z,12600,P,Etc/GMT+8
USGS,11313434,2022-02-19T20:15:00Z,12700,P,Etc/GMT+8
USGS,11313434,2022-02-19T20:30:00Z,11600,P,Etc/GMT+8
USGS,11313434,2022-02-19T20:45:00Z,10800,P,Etc/GMT+8
USGS,11313434,2022-02-19T21:00:00Z,10300,P,Etc/GMT+8
USGS,11313434,2022-02-19T21:15:00Z,8140,P,Etc/GMT+8
USGS,11313434,2022-02-19T21:30:00Z,5560,P,Etc/GMT+8
USGS,11313434,2022-02-19T21:45:00Z,2770,P,Etc/GMT+8
USGS,11313434,2022-02-19T22:00:00Z,-1690,P,Etc/GMT+8
USGS,11313434,2022-02-19T22:15:00Z,-3900,P,Etc/GMT+8
USGS,11313434,2022-02-19T22:30:00Z,-6430,P,Etc/GMT+8
USGS,11313434,2022-02-19T22:45:00Z,-8750,P,Etc/GMT+8
USGS,11313434,2022-02-19T23:00:00Z,-12300,P,Etc/GMT+8
USGS,11313434,2022-02-19T23:15:00Z,-13700,P,Etc/GMT+8
USGS,11313434,2022-02-19T23:30:00Z,-13000,P,Etc/GMT+8
USGS,11313434,2022-02-19T23:45:00Z,-13700,P,Etc/GMT+8
USGS,11313434,2022-02-20T00:00:00Z,-12800,P,Etc/GMT+8
USGS,11313434,2022-02-20T00:15:00Z,-14600,P,Etc/GMT+8
USGS,11313434,2022-02-20T00:30:00Z,-13000,P,Etc/GMT+8
USGS,11313434,2022-02-20T00:45:00Z,-10400,P,Etc/GMT+8
USGS,11313434,2022-02-20T01:00:00Z,-11000,P,Etc/GMT+8
USGS,11313434,2022-02-20T01:15:00Z,-14100,P,Etc/GMT+8
USGS,11313434,2022-02-20T01:30:00Z,-11100,P,Etc/GMT+8
USGS,11313434,2022-02-20T01:45:00Z,-13300,P,Etc/GMT+8
USGS,11313434,2022-02-20T02:00:00Z,-9410,P,Etc/GMT+8
USGS,11313434,2022-02-20T02:15:00Z,-11200,P,Etc/GMT+8
USGS,11313434,2022-02-20T02:30:00Z,-10400,P,Etc/GMT+8
USGS,11313434,2022-02-20T02:45:00Z,-3130,P,Etc/GMT+8
USGS,11313434,2022-02-20T03:00:00Z,-5890,P,Etc/GMT+8
USGS,11313434,2022-02-20T03:15:00Z,-4910,P,Etc/GMT+8
USGS,11313434,2022-02-20T03:30:00Z,-2800,P,Etc/GMT+8
USGS,11313434,2022-02-20T03:45:00Z,617,P,Etc/GMT+8
USGS,11313434,2022-02-20T04:00:00Z,3450,P,Etc/GMT+8
USGS,11313434,2022-02-20T04:15:00Z,6150,P,Etc/GMT+8
USGS,11313434,2022-02-20T04:30:00Z,5690,P,Etc/GMT+8
USGS,11313434,2022-02-20T04:45:00Z,8730,P,Etc/GMT+8
USGS,11313434,2022-02-20T05:00:00Z,10500,P,Etc/GMT+8
USGS,11313434,2022-02-20T05:15:00Z,12000,P,Etc/GMT+8
USGS,11313434,2022-02-20T05:30:00Z,12800,P,Etc/GMT+8
USGS,11313434,2022-02-20T05:45:00Z,13500,P,Etc/GMT+8
USGS,11313434,2022-02-20T06:00:00Z,14200,P,Etc/GMT+8
USGS,11313434,2022-02-20T06:15:00Z,13900,P,Etc/GMT+8
USGS,11313434,2022-02-20T06:30:00Z,13800,P,Etc/GMT+8
USGS,11313434,2022-02-20T06:45:00Z,13500,P,Etc/GMT+8
USGS,11313434,2022-02-20T07:00:00Z,13000,P,Etc/GMT+8
USGS,11313434,2022-02-20T07:15:00Z,12200,P,Etc/GMT+8
USGS,11313434,2022-02-20T07:30:00Z,12100,P,Etc/GMT+8
USGS,11313434,2022-02-20T07:45:00Z,11600,P,Etc/GMT+8
USGS,11313434,2022-02-20T08:00:00Z,11500,P,Etc/GMT+8
USGS,11313434,2022-02-20T08:15:00Z,11700,P,Etc/GMT+8
USGS,11313434,2022-02-20T08:30:00Z,11600,P,Etc/GMT+8
USGS,11313434,2022-02-20T08:45:00Z,11400,P,Etc/GMT+8
USGS,11313434,2022-02-20T09:00:00Z,10800,P,Etc/GMT+8
USGS,11313434,2022-02-20T09:15:00Z,10400,P,Etc/GMT+8
USGS,11313434,2022-02-20T09:30:00Z,9480,P,Etc/GMT+8
USGS,11313434,2022-02-20T09:45:00Z,8240,P,Etc/GMT+8
USGS,11313434,2022-02-20T10:00:00Z,6160,P,Etc/GMT+8
USGS,11313434,2022-02-20T10:15:00Z,3680,P,Etc/GMT+8
USGS,11313434,2022-02-20T10:30:00Z,-215,P,Etc/GMT+8
USGS,11313434,2022-02-20T10:45:00Z,-4150,P,Etc/GMT+8
USGS,11313434,2022-02-20T11:00:00Z,-7080,P,Etc/GMT+8
USGS,11313434,2022-02-20T11:15:00Z,-10100,P,Etc/GMT+8
USGS,11313434,2022-02-20T11:30:00Z,-12400,P,Etc/GMT+8
USGS,11313434,2022-02-20T11:45:00Z,-13400,P,Etc/GMT+8
USGS,11313434,2022-02-20T12:00:00Z,-13500,P,Etc/GMT+8
USGS,11313434,2022-02-20T12:15:00Z,-14200,P,Etc/GMT+8
USGS,11313434,2022-02-20T12:30:00Z,-13300,P,Etc/GMT+8
USGS,11313434,2022-02-20T12:45:00Z,-14000,P,Etc/GMT+8
USGS,11313434,2022-02-20T13:00:00Z,-13000,P,Etc/GMT+8
USGS,11313434,2022-02-20T13:15:00Z,-13300,P,Etc/GMT+8
USGS,11313434,2022-02-20T13:30:00Z,-12300,P,Etc/GMT+8
USGS,11313434,2022-02-20T13:45:00Z,-12600,P,Etc/GMT+8
USGS,11313434,2022-02-20T14:00:00Z,-14500,P,Etc/GMT+8
USGS,11313434,2022-02-20T14:15:00Z,-12700,P,Etc/GMT+8
USGS,11313434,2022-02-20T14:30:00Z,-12900,P,Etc/GMT+8
USGS,11313434,2022-02-20T14:45:00Z,-12500,P,Etc/GMT+8
USGS,11313434,2022-02-20T15:00:00Z,-12300,P,Etc/GMT+8
USGS,11313434,2022-02-20T15:15:00Z,-7090,P,Etc/GMT+8
USGS,11313434,2022-02-20T15:30:00Z,-7180,P,Etc/GMT+8
USGS,11313434,2022-02-20T15:45:00Z,-9730,P,Etc/GMT+8
USGS,11313434,2022-02-20T16:00:00Z,-7400,P,Etc/GMT+8
USGS,11313434,2022-02-20T16:15:00Z,-7080,P,Etc/GMT+8
USGS,11313434,2022-02-20T16:30:00Z,-779,P,Etc/GMT+8
USGS,11313434,2022-02-20T16:45:00Z,4350,P,Etc/GMT+8
USGS,11313434,2022-02-20T17:00:00Z,5310,P,Etc/GMT+8
USGS,11313434,2022-02-20T17:15:00Z,2990,P,Etc/GMT+8
USGS,11313434,2022-02-20T17:30:00Z,5420,P,Etc/GMT+8
USGS,11313434,2022-02-20T17:45:00Z,6680,P,Etc/GMT+8
USGS,11313434,2022-02-20T18:00:00Z,8180,P,Etc/GMT+8
USGS,11313434,2022-02-20T18:15:00Z,9820,P,Etc/GMT+8
USGS,11313434,2022-02-20T18:30:00Z,11000,P,Etc/GMT+8
USGS,11313434,2022-02-20T18:45:00Z,12200,P,Etc/GMT+8
USGS,11313434,2022-02-20T19:00:00Z,13200,P,Etc/GMT+8
USGS,11313434,2022-02-20T19:15:00Z,13800,P,Etc/GMT+8
USGS,11313434,2022-02-20T19:30:00Z,13600,P,Etc/GMT+8
USGS,11313434,2022-02-20T19:45:00Z,13900,P,Etc/GMT+8
USGS,11313434,2022-02-20T20:00:00Z,13800,P,Etc/GMT+8
USGS,11313434,2022-02-20T20:15:00Z,13700,P,Etc/GMT+8
USGS,11313434,2022-02-20T20:30:00Z,13200,P,Etc/GMT+8
USGS,11313434,2022-02-20T20:45:00Z,13000,P,Etc/GMT+8
USGS,11313434,2022-02-20T21:00:00Z,12100,P,Etc/GMT+8
USGS,11313434,2022-02-20T21:15:00Z,11700,P,Etc/GMT+8
USGS,11313434,2022-02-20T21:30:00Z,11300,P,Etc/GMT+8
USGS,11313434,2022-02-20T21:45:00Z,11000,P,Etc/GMT+8
USGS,11313434,2022-02-20T22:00:00Z,9520,P,Etc/GMT+8
USGS,11313434,2022-02-20T22:15:00Z,8020,P,Etc/GMT+8
USGS,11313434,2022-02-20T22:30:00Z,6020,P,Etc/GMT+8
USGS,11313434,2022-02-20T22:45:00Z,3000,P,Etc/GMT+8
USGS,11313434,2022-02-20T23:00:00Z,-1920,P,Etc/GMT+8
USGS,11313434,2022-02-20T23:15:00Z,-6390,P,Etc/GMT+8
USGS,11313434,2022-02-20T23:30:00Z,-7500,P,Etc/GMT+8
USGS,11313434,2022-02-20T23:45:00Z,-8950,P,Etc/GMT+8
USGS,11313434,2022-02-21T00:00:00Z,-11500,P,Etc/GMT+8
USGS,11313434,2022-02-21T00:15:00Z,-13000,P,Etc/GMT+8
USGS,11313434,2022-02-21T00:30:00Z,-12500,P,Etc/GMT+8
USGS,11313434,2022-02-21T00:45:00Z,-12200,P,Etc/GMT+8
USGS,11313434,2022-02-21T01:00:00Z,-11600,P,Etc/GMT+8
USGS,11313434,2022-02-21T01:15:00Z,-13200,P,Etc/GMT+8
USGS,11313434,2022-02-21T01:30:00Z,-11500,P,Etc/GMT+8
